Province,District,Palika,Category,Status,Rows_Added,Started_Date,Completed_Date,Notes
Bagmati,Dhading,Thakre Rural Municipality,Electricity & Utilities,Completed,1,2026-07-28,2026-07-28,Official NEA directory checked; Dhading Distribution Center added. No official local water contact located.
Bagmati,Dhading,Thakre Rural Municipality,Travel & Tourism,Completed,1,2026-07-28,2026-07-28,Official Nepal Police Tourist Police directory checked; tourist safety contact added.
Bagmati,Dhading,Thakre Rural Municipality,Health & Ambulance,Completed,11,2026-07-28,2026-07-28,Official Nepal Health Facility Registry checked: 11 functional public facilities with direct public phone numbers added. No public ambulance number was found.
Bagmati,Dhading,Thakre Rural Municipality,Ward Offices,Completed,11,2026-07-28,2026-07-28,All 11 official ward pages checked; each Ward Chairperson public contact was added.
Bagmati,Dhading,Thakre Rural Municipality,Hospitals,Needs Review,0,2026-07-28,2026-07-28,"Official Nepal Health Facility Registry searched: it lists 11 functional public health facilities, none hospital-level. No public hospital contact was located."
Bagmati,Dhading,Thakre Rural Municipality,Information & Inquiry,Completed,2,2026-07-28,2026-07-28,Official information-officer page and municipal central contact checked.
Bagmati,Dhading,Thakre Rural Municipality,Government Services,Completed,25,2026-07-28,2026-07-28,Official staff and elected-representative directories checked; public municipal service and leadership contacts added.
Bagmati,Dhading,Galchhi Rural Municipality,Police & Security,Completed,7,2026-07-28,2026-07-28,Official Nepal Police directory checked; added Baireni police post and key District Police Office contacts.
Bagmati,Dhading,Galchhi Rural Municipality,Hospitals,Completed,1,2026-07-28,2026-07-28,Official health-facility registry checked; Baireni Hospital direct public contact added.
Bagmati,Dhading,Galchhi Rural Municipality,Health & Ambulance,Needs Review,1,2026-07-28,2026-07-28,Official health-facility registry checked. No other facility phone is published; one DAO-plan ambulance contact added as Needs Review.
Bagmati,Dhading,Galchhi Rural Municipality,Emergency Services,Completed,2,2026-07-28,2026-07-28,Official national and district service sources checked; applicable public contacts added.
Bagmati,Dhading,Galchhi Rural Municipality,Disaster & Rescue,Completed,2,2026-07-28,2026-07-28,Official national and district service sources checked; applicable public contacts added.
Bagmati,Dhading,Galchhi Rural Municipality,Electricity & Utilities,Completed,1,2026-07-28,2026-07-28,Official national and district service sources checked; applicable public contacts added.
Bagmati,Dhading,Galchhi Rural Municipality,Travel & Tourism,Completed,1,2026-07-28,2026-07-28,Official national and district service sources checked; applicable public contacts added.
Bagmati,Dhading,Galchhi Rural Municipality,Information & Inquiry,Completed,2,2026-07-28,2026-07-28,Official municipal contact page checked; information-officer and central inquiry contacts added.
Bagmati,Dhading,Galchhi Rural Municipality,Government Complaints,Completed,2,2026-07-28,2026-07-28,Official complaint form and designated complaint officer checked; local complaint contact added.
Bagmati,Dhading,Galchhi Rural Municipality,Government Services,Completed,59,2026-07-28,2026-07-28,Official staff and elected-representative pages checked; public leadership contacts added.
Bagmati,Dhading,Galchhi Rural Municipality,Women & Children,Completed,3,2026-07-28,2026-07-28,Official municipal branch directory checked; public branch contact added.
Bagmati,Dhading,Galchhi Rural Municipality,Other,Completed,30,2026-07-28,2026-07-28,Official municipal branch and education directory checked; public institutional contacts added.
Bagmati,Dhading,Gajuri Rural Municipality,Government Services,Completed,34,2026-07-28,2026-07-28,Official staff directory checked; all public phone-bearing staff contacts added.
Bagmati,Dhading,Gajuri Rural Municipality,Police & Security,Completed,7,2026-07-28,2026-07-28,Official Nepal Police directory checked; added Area Police Office Gajuri and key District Police Office contacts.
Bagmati,Dhading,Gajuri Rural Municipality,Hospitals,Completed,2,2026-07-28,2026-07-28,Official health-facility registry checked; functional hospital contacts added.
Bagmati,Dhading,Gajuri Rural Municipality,Health & Ambulance,Needs Review,1,2026-07-28,2026-07-28,Official registry checked; no other facility phone is published. DAO-plan ambulance contact added as Needs Review.
Bagmati,Dhading,Gajuri Rural Municipality,Ward Offices,Completed,8,2026-07-28,2026-07-28,Official ward pages checked; public Ward Secretary contacts from official staff directory added for all eight wards.
Bagmati,Dhading,Gajuri Rural Municipality,Information & Inquiry,Completed,3,2026-07-28,2026-07-28,"Official staff directory checked; designated officer, spokesperson and central inquiry contacts added."
Bagmati,Dhading,Gajuri Rural Municipality,Emergency Services,Completed,2,2026-07-28,2026-07-28,Official national and district service sources checked; applicable public contacts added.
Bagmati,Dhading,Gajuri Rural Municipality,Disaster & Rescue,Completed,2,2026-07-28,2026-07-28,Official national and district service sources checked; applicable public contacts added.
Bagmati,Dhading,Gajuri Rural Municipality,Electricity & Utilities,Completed,1,2026-07-28,2026-07-28,Official national and district service sources checked; applicable public contacts added.
Bagmati,Dhading,Gajuri Rural Municipality,Travel & Tourism,Completed,1,2026-07-28,2026-07-28,Official national and district service sources checked; applicable public contacts added.
Bagmati,Dhading,Gajuri Rural Municipality,Women & Children,Completed,1,2026-07-28,2026-07-28,Official national and district service sources checked; applicable public contacts added.
Bagmati,Dhading,Gajuri Rural Municipality,Government Complaints,Completed,1,2026-07-28,2026-07-28,Official national and district service sources checked; applicable public contacts added.
Bagmati,Dhading,Siddhalek Rural Municipality,Government Services,Completed,0,2026-07-28,2026-07-28,Official staff directory checked; all public phone-bearing staff contacts added.
Bagmati,Dhading,Siddhalek Rural Municipality,Emergency Services,Completed,2,2026-07-28,2026-07-28,Official national and district service sources checked; applicable public contacts added.
Bagmati,Dhading,Siddhalek Rural Municipality,Disaster & Rescue,Completed,2,2026-07-28,2026-07-28,Official national and district service sources checked; applicable public contacts added.
Bagmati,Dhading,Siddhalek Rural Municipality,Women & Children,Completed,2,2026-07-28,2026-07-28,Official national and district service sources checked; applicable public contacts added.
Bagmati,Dhading,Siddhalek Rural Municipality,Government Complaints,Completed,1,2026-07-28,2026-07-28,Official national and district service sources checked; applicable public contacts added.
Bagmati,Dhading,Siddhalek Rural Municipality,Electricity & Utilities,Completed,1,2026-07-28,2026-07-28,Official national and district service sources checked; applicable public contacts added.
Bagmati,Dhading,Siddhalek Rural Municipality,Travel & Tourism,Completed,1,2026-07-28,2026-07-28,Official national and district service sources checked; applicable public contacts added.
Bagmati,Dhading,Siddhalek Rural Municipality,Police & Security,Completed,7,2026-07-28,2026-07-28,Official Nepal Police directory checked; added Area Police Office Gajuri and key District Police Office contacts.
Bagmati,Dhading,Jwalamukhi Rural Municipality,Emergency Services,Completed,2,2026-07-28,2026-07-28,Official national and district service sources checked; applicable public contacts added.
Bagmati,Dhading,Jwalamukhi Rural Municipality,Disaster & Rescue,Completed,2,2026-07-28,2026-07-28,Official national and district service sources checked; applicable public contacts added.
Bagmati,Dhading,Jwalamukhi Rural Municipality,Women & Children,Completed,2,2026-07-28,2026-07-28,Official national and district service sources checked; applicable public contacts added.
Bagmati,Dhading,Jwalamukhi Rural Municipality,Government Complaints,Completed,1,2026-07-28,2026-07-28,Official national and district service sources checked; applicable public contacts added.
Bagmati,Dhading,Jwalamukhi Rural Municipality,Electricity & Utilities,Completed,1,2026-07-28,2026-07-28,Official national and district service sources checked; applicable public contacts added.
Bagmati,Dhading,Jwalamukhi Rural Municipality,Travel & Tourism,Completed,1,2026-07-28,2026-07-28,Official national and district service sources checked; applicable public contacts added.
Bagmati,Dhading,Jwalamukhi Rural Municipality,Police & Security,Completed,7,2026-07-28,2026-07-28,Official Nepal Police directory checked; added Area Police Office Gajuri and key District Police Office contacts.
Bagmati,Dhading,Benighat Rorang Rural Municipality,Government Services,Completed,33,2026-07-28,2026-07-28,Official municipal public contact roster checked; all phone-bearing current listings added.
Bagmati,Dhading,Benighat Rorang Rural Municipality,Disaster & Rescue,Completed,2,2026-07-28,2026-07-28,Official public service sources checked; applicable contact added.
Bagmati,Dhading,Benighat Rorang Rural Municipality,Electricity & Utilities,Completed,1,2026-07-28,2026-07-28,Official public service sources checked; applicable contact added.
Bagmati,Dhading,Benighat Rorang Rural Municipality,Emergency Services,Completed,2,2026-07-28,2026-07-28,Official public service sources checked; applicable contact added.
Bagmati,Dhading,Benighat Rorang Rural Municipality,Government Complaints,Completed,1,2026-07-28,2026-07-28,Official public service sources checked; applicable contact added.
Bagmati,Dhading,Benighat Rorang Rural Municipality,Information & Inquiry,Completed,1,2026-07-28,2026-07-28,Official public service sources checked; applicable contact added.
Bagmati,Dhading,Benighat Rorang Rural Municipality,Travel & Tourism,Completed,1,2026-07-28,2026-07-28,Official public service sources checked; applicable contact added.
Bagmati,Dhading,Benighat Rorang Rural Municipality,Women & Children,Completed,2,2026-07-28,2026-07-28,Official public service sources checked; applicable contact added.
Bagmati,Dhading,Benighat Rorang Rural Municipality,Police & Security,Completed,7,2026-07-28,2026-07-28,Official directory sources checked and local public contacts added.
Bagmati,Dhading,Benighat Rorang Rural Municipality,Health & Ambulance,Needs Review,53,2026-07-28,2026-07-28,Official sources checked; ambulance plan contacts require manual availability confirmation.
Bagmati,Dhading,Benighat Rorang Rural Municipality,Hospitals,Completed,16,2026-07-28,2026-07-28,Official directory sources checked and local public contacts added.
Bagmati,Dhading,Benighat Rorang Rural Municipality,Ward Offices,Needs Review,67,2026-07-28,2026-07-28,Historic official ward rosters added for wards 1-5 and 7-10. Ward 6 was not located; verify all historic role contacts before use.
Bagmati,Dhading,Tripurasundari Rural Municipality,Ward Offices,Completed,17,2026-07-28,2026-07-28,Official municipality and health-registry public sources checked; all phone-bearing contacts added.
Bagmati,Dhading,Tripurasundari Rural Municipality,Hospitals,Completed,1,2026-07-28,2026-07-28,Official municipality and health-registry public sources checked; all phone-bearing contacts added.
Bagmati,Dhading,Tripurasundari Rural Municipality,Government Services,Completed,41,2026-07-28,2026-07-28,Official municipality and health-registry public sources checked; all phone-bearing contacts added.
Bagmati,Dhading,Tripurasundari Rural Municipality,Health & Ambulance,Needs Review,3,2026-07-28,2026-07-28,Official district plan ambulance listings require availability confirmation.
Bagmati,Dhading,Tripurasundari Rural Municipality,Police & Security,Completed,1,2026-07-28,2026-07-28,Official Nepal Police directory checked; Salyankot Police Post added.
Bagmati,Dhading,Tripurasundari Rural Municipality,Emergency Services,Completed,2,2026-07-28,2026-07-28,"Official national, district, or municipal public-service source checked; applicable contact added."
